0,"999.8	","4226	","0.00176	","0.569	","13.07	",1.35E-07
"5	","999.9	","4206	","0.0015	","0.578	","10.91	",1.37E-07
"10	","999.6	","4195	","0.00129	","0.587	","9.23	",1.40E-07
"15	","999	","4187	","0.00112	","0.595	","7.9	",1.42E-07
"20	","998.2	","4182	","0.000985	","0.603	","6.83	",1.44E-07
"25	","997	","4178	","0.000872	","0.611	","5.97	",1.47E-07
"30	","995.6	","4176	","0.000779	","0.618	","5.26	",1.49E-07
"35	","993.9	","4175	","0.0007	","0.625	","4.68	",1.51E-07
"40	","992.2	","4175	","0.000634	","0.631	","4.19	",1.52E-07
"45	","990.2	","4176	","0.000577	","0.637	","3.78	",1.54E-07
"50	","988	","4178	","0.000529	","0.643	","3.44	",1.56E-07
"55	","985.7	","4179	","0.000488	","0.648	","3.15	",1.57E-07
"60	","983.2	","4181	","0.000452	","0.653	","2.89	",1.59E-07
"65	","980.5	","4184	","0.000421	","0.658	","2.67	",1.60E-07
"70	","977.7	","4187	","0.000393	","0.662	","2.49	",1.62E-07
"75	","974.9	","4190	","0.000369	","0.666	","2.32	",1.63E-07
"80	","971.8	","4194	","0.000348	","0.67	","2.18	",1.64E-07
"85	","968.6	","4198	","0.000325	","0.673	","2.03	",1.66E-07
"90	","965.3	","4202	","0.000307	","0.676	","1.91	",1.67E-07
"95	","961.9	","4206	","0.000291	","0.679	","1.8	",1.68E-07
"100	","958.3	","4211	","0.000276	","0.681	","1.71	",1.69E-07
"110	","951	","4224	","0.00025	","0.685	","1.54	",1.71E-07
"120	","943.1	","4232	","0.000228	","0.687	","1.41	",1.72E-07
"130	","934.8	","4250	","0.00021	","0.688	","1.29	",1.73E-07
"140	","926.1	","4257	","0.000194	","0.688	","1.2	",1.75E-07
"150	","916.9	","4270	","0.00018	","0.687	","1.12	",1.75E-07
"160	","907.4	","4285	","0.000168	","0.685	","1.05	",1.76E-07
"170	","897.3	","4340	","0.000158	","0.681	","1	",1.75E-07
"180	","886.9	","4396	","0.000149	","0.677	","0.96	",1.74E-07
"190	","876	","4480	","0.00014	","0.671	","0.94	",1.71E-07
"200	","864.7	","4501	","0.000133	","0.665	","0.9	",1.71E-07
"250	","799.2	","4857	","0.000108	","0.616	","0.85	",1.59E-07
"300	","712.5	","5694	","8.83E-05	","0.54	","0.93	",1.33E-07
